validation,target_mode,n_folds,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,train_R2_mean,PCA_components_mean,OOF_R2,OOF_RMSE,OOF_MAE,R2_generalisation_gap
random_5fold,log1p,5,0.6128213946378496,0.08752241878323068,135.6526476325933,24.20338123570165,71.43089138194998,6.937569808425825,0.8119672094549075,,0.6052396243081033,137.34891681878688,71.42458107644836,0.19914581481705795
random_5fold,raw,5,0.6556971765982311,0.06741320920029953,127.83788595977171,20.212161037394694,72.25902465972658,5.76691337513184,0.9565433586714089,,0.6512704731140695,129.09303826933265,72.25345963258353,0.3008461820731778
spatial_kmeans_leave_one_out,log1p,4,0.22486601569960452,0.17695884844208595,144.99248528674,108.7280429278593,91.87630388143941,64.49256798905141,0.8119431841383647,,0.35423035293315086,175.6698684323248,93.9434025567137,0.5870771684387602
spatial_kmeans_leave_one_out,raw,4,0.1683558934116544,0.4038391453971103,143.048331114699,99.16091438538871,91.92792712716027,59.04265873092532,0.8617427838972007,,0.40295649200163786,168.9123686856533,93.44088925258868,0.6933868904855462
