validation,pretraining,n_folds,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,train_R2_mean,PCA_components_mean,OOF_R2,OOF_RMSE,OOF_MAE
random_5fold,ImageNet,5,0.6625724288498548,0.04893733502974812,126.53439373904186,16.299656086254913,71.03348284246883,4.374905501745464,0.9539538483254129,39.8,0.6605720789577406,127.35976352851682,71.03100114965164
random_5fold,SSL4EO-S12,5,0.6545712084719674,0.048654082799809185,128.2526270787971,18.07626631343161,71.39117201843673,4.9266160351813015,0.9231623456450808,20.8,0.6504116439013017,129.251901639919,71.38684270958531
random_5fold,Satlas,5,0.6457481221821656,0.0709262157992539,129.83907897553308,21.874073307535873,71.08900515712928,5.547587609600641,0.9479009387797352,36.4,0.6393193258228997,131.28644795587041,71.08432213849144
spatial_kmeans_leave_one_out,ImageNet,4,0.1356547886462477,0.39405688812550144,145.23386954008774,98.46500925144392,93.72500040062081,59.09783700301385,0.9298224423924731,99.0,0.391840422110314,170.47756650339994,95.23339666373575
spatial_kmeans_leave_one_out,SSL4EO-S12,4,0.16960452212730556,0.33424545302989017,148.02616959322552,111.59693132996506,95.6834084677593,68.82475916063608,0.8703017052640685,20.25,0.327498683465254,179.26893209748926,97.6260232649041
spatial_kmeans_leave_one_out,Satlas,4,0.13383430856332473,0.35854960395629976,150.13905357951379,111.0035972096136,97.09835018914546,67.80711241388819,0.8432698365216124,46.5,0.3161808930332999,180.77113204167728,98.96006898522214
