validation,All_minus_Remote_R2_mean,All_minus_Urban_R2_mean,All_minus_best_single_R2_mean,All_minus_Remote_OOF_R2,All_minus_Urban_OOF_R2,All_minus_best_single_OOF_R2
random_5fold,0.12796678539035755,0.06563919707120047,0.06563919707120047,0.12689839761845345,0.06717912146573268,0.06717912146573268
spatial_kmeans_leave_one_out,0.3143206112562624,0.14881228856176382,0.14881228856176382,0.18397917689373122,0.10771215864906547,0.10771215864906547
